Batch_ID,Timestamp,Speed_Raw,Temp_Raw,Viscosity_Raw,MassFrac_Raw,MixTime_Raw,HeatTime_Raw,ColdTime_Raw,Phase_Val,Quality_Val,Code_Speed,Code_Temp,Code_Visc,Code_MassFrac,Code_Phase,Code_Quality,Transaction_Itemset
B2023-1613,1768320126.612141,69.67,32.59,0.1431,1.88,3.59,5.39,5.74,1,1,N_6080,T_3040,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-1614,1768320186.612141,23.5,23.0,0.2279,12.89,2.43,8.75,7.42,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1615,1768320246.612141,29.54,20.11,0.1979,13.49,7.7,8.01,7.96,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1616,1768320306.612141,23.52,24.5,0.13,9.36,4.62,3.64,7.17,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1617,1768320366.612141,48.7,49.72,0.3857,10.74,3.09,6.66,8.48,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1618,1768320426.612141,45.66,52.66,0.3961,8.71,2.16,7.95,7.15,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1619,1768320486.612141,36.98,28.02,0.1225,9.57,7.58,6.15,6.19,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1620,1768320546.612141,26.21,17.03,0.4789,13.78,8.36,8.48,4.84,1,1,N_2040,T_1020,V_4550,WF_0515,PH_1,Q_F,"Speed: N_2040, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-1621,1768320606.612141,44.08,54.01,0.231,11.86,2.77,3.08,8.76,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1622,1768320666.612141,69.39,46.12,0.1673,2.28,2.23,5.59,7.95,1,1,N_6080,T_4050,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_4050, Visc: V_0045, Quality: Q_F"
B2023-1623,1768320726.612141,35.69,35.37,0.1729,7.8,2.06,6.24,4.28,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1624,1768320786.612141,32.78,39.41,0.1573,7.97,3.06,8.39,5.16,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1625,1768320846.612141,46.11,50.45,0.212,5.64,7.42,3.52,4.74,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1626,1768320906.612141,28.12,23.37,0.1641,5.33,7.16,6.48,8.51,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1627,1768320966.612141,24.84,25.77,0.1606,7.33,2.3,7.15,8.66,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1628,1768321026.612141,40.74,53.75,0.3896,6.79,7.3,7.7,8.55,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1629,1768321086.612141,27.46,28.1,0.1306,9.14,3.98,3.53,8.72,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1630,1768321146.612141,78.62,46.02,0.2583,0.75,5.99,8.04,8.36,1,1,N_6080,T_4050,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_4050, Visc: V_0045, Quality: Q_F"
B2023-1631,1768321206.612141,36.73,21.16,0.2891,12.2,3.97,5.01,7.61,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1632,1768321266.612141,68.58,45.6,0.1495,3.55,5.47,5.43,5.63,1,1,N_6080,T_4050,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_4050, Visc: V_0045, Quality: Q_F"
B2023-1633,1768321326.612141,21.18,24.39,0.1316,7.92,2.49,6.42,6.12,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1634,1768321386.612141,30.63,41.3,0.2899,8.67,8.69,4.13,5.64,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1635,1768321446.612141,49.07,50.96,0.2317,8.87,6.22,3.06,8.9,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1636,1768321506.612141,27.98,33.5,0.2853,8.19,4.54,3.45,5.65,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1637,1768321566.612141,41.2,42.06,0.2786,11.87,8.91,8.67,6.89,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1638,1768321626.612141,35.7,53.24,0.3686,11.86,7.14,4.43,8.79,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1639,1768321686.612141,67.2,30.69,0.2692,3.74,2.43,5.16,8.33,2,1,N_6080,T_3040,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-1640,1768321746.612141,30.46,40.54,0.2176,6.12,2.56,3.42,6.94,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1641,1768321806.612141,24.53,20.49,0.4861,4.84,6.06,7.25,4.38,1,1,N_2040,T_2030,V_4550,WF_0005,PH_1,Q_F,"Speed: N_2040, Temp: T_2030, Visc: V_4550, Quality: Q_F"
B2023-1642,1768321866.612141,31.36,40.34,0.3218,7.11,6.74,8.64,8.16,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1643,1768321926.612141,49.79,43.14,0.3361,8.51,4.6,7.65,7.08,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1644,1768321986.612141,35.52,21.38,0.1668,8.17,4.88,8.27,5.69,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1645,1768322046.612141,40.28,53.03,0.2567,13.15,5.21,4.97,7.18,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1646,1768322106.612141,11.66,20.68,0.4634,6.58,5.13,8.53,7.62,2,1,N_0020,T_2030,V_4550,WF_0515,PH_2,Q_F,"Speed: N_0020, Temp: T_2030, Visc: V_4550, Quality: Q_F"
B2023-1647,1768322166.612141,42.94,51.92,0.3292,6.31,7.2,5.46,5.11,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1648,1768322226.612141,34.19,47.56,0.2344,7.88,2.15,7.37,5.01,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1649,1768322286.612141,34.01,40.83,0.2786,13.71,7.56,6.74,5.69,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1650,1768322346.612141,46.69,53.51,0.2671,7.0,3.48,6.29,4.8,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1651,1768322406.612141,33.45,50.86,0.3233,8.69,8.07,6.71,5.71,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1652,1768322466.612141,49.1,54.62,0.2115,10.4,8.95,3.7,8.69,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1653,1768322526.612141,29.08,23.47,0.4624,11.68,3.6,6.31,8.8,1,1,N_2040,T_2030,V_4550,WF_0515,PH_1,Q_F,"Speed: N_2040, Temp: T_2030, Visc: V_4550, Quality: Q_F"
B2023-1654,1768322586.612141,28.53,31.44,0.272,6.04,4.57,7.96,5.59,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1655,1768322646.612141,47.85,53.82,0.2137,11.33,5.59,7.06,4.85,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1656,1768322706.612141,15.26,13.28,0.4887,2.74,3.59,5.97,7.99,1,1,N_0020,T_1020,V_4550,WF_0005,PH_1,Q_F,"Speed: N_0020, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-1657,1768322766.612141,29.6,23.6,0.1916,11.7,8.99,5.02,7.87,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1658,1768322826.612141,30.74,49.76,0.2635,8.44,5.49,4.79,5.37,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1659,1768322886.612141,23.58,23.68,0.1731,13.81,4.65,5.92,5.92,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1660,1768322946.612141,35.37,47.44,0.3348,10.84,2.21,7.98,7.31,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1661,1768323006.612141,31.04,50.77,0.2635,10.09,5.63,3.91,8.8,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1662,1768323066.612141,48.88,52.89,0.2095,5.75,6.49,4.44,7.24,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1663,1768323126.612141,49.81,42.29,0.2002,8.64,5.15,8.55,6.37,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1664,1768323186.612141,45.23,44.46,0.2214,7.75,3.96,5.0,7.74,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1665,1768323246.612141,32.6,42.77,0.2565,9.16,7.07,4.17,8.13,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1666,1768323306.612141,41.9,54.97,0.2467,11.11,8.34,3.96,5.91,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1667,1768323366.612141,40.15,53.87,0.3132,7.97,6.3,6.54,4.79,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1668,1768323426.612141,29.1,8.54,0.4601,7.75,8.84,4.1,5.01,2,1,N_2040,T_010,V_4550,WF_0515,PH_2,Q_F,"Speed: N_2040, Temp: T_010, Visc: V_4550, Quality: Q_F"
B2023-1669,1768323486.612141,65.89,49.88,0.3062,2.29,3.79,5.54,4.17,2,1,N_6080,T_4050,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_4050, Visc: V_0045, Quality: Q_F"
B2023-1670,1768323546.612141,24.48,10.21,0.4973,7.69,8.58,5.51,4.79,2,1,N_2040,T_1020,V_4550,WF_0515,PH_2,Q_F,"Speed: N_2040, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-1671,1768323606.612141,30.1,41.92,0.2009,11.75,5.98,6.27,8.67,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1672,1768323666.612141,42.9,47.78,0.2078,12.08,3.84,4.09,8.18,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1673,1768323726.612141,35.76,42.74,0.2493,13.96,8.9,3.54,7.15,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1674,1768323786.612141,23.41,23.25,0.1018,12.95,7.62,7.55,8.56,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1675,1768323846.612141,32.81,52.96,0.3582,7.31,6.73,3.69,5.81,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1676,1768323906.612141,46.19,41.94,0.3272,8.57,5.09,8.18,4.26,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1677,1768323966.612141,23.01,22.58,0.2053,9.33,5.02,7.64,5.11,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1678,1768324026.612141,40.32,50.83,0.2801,13.07,3.53,7.69,5.45,2,0,N_4060,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1679,1768324086.612141,32.32,35.03,0.282,6.39,6.14,5.78,8.22,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1680,1768324146.612141,21.08,35.23,0.156,8.74,3.71,6.41,8.22,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1681,1768324206.612141,38.85,50.23,0.2139,11.13,5.82,8.03,5.57,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1682,1768324266.612141,77.88,53.37,0.1477,4.27,4.35,5.55,4.47,2,1,N_6080,T_5060,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-1683,1768324326.612141,30.98,53.82,0.3364,9.81,7.38,3.72,6.64,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1684,1768324386.612141,41.18,47.0,0.2419,11.68,3.22,8.83,8.21,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1685,1768324446.612141,31.94,35.16,0.2376,10.88,8.84,3.68,8.7,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1686,1768324506.612141,40.0,43.21,0.2781,5.27,7.26,6.57,6.82,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1687,1768324566.612141,37.54,35.08,0.1927,10.21,2.62,4.89,5.43,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1688,1768324626.612141,29.38,24.41,0.103,8.83,2.93,8.84,4.65,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1689,1768324686.612141,31.12,21.27,0.2378,5.85,2.34,8.04,6.37,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1690,1768324746.612141,68.68,31.44,0.2015,0.31,7.64,3.59,6.66,1,1,N_6080,T_3040,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_3040, Visc: V_0045, Quality: Q_F"
B2023-1691,1768324806.612141,70.08,50.05,0.285,2.22,3.51,7.12,7.84,1,1,N_6080,T_5060,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-1692,1768324866.612141,27.78,35.76,0.1653,12.92,7.04,6.04,4.94,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1693,1768324926.612141,21.9,25.68,0.2785,5.68,5.18,3.85,7.21,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1694,1768324986.612141,38.91,26.09,0.1507,6.63,3.13,3.24,8.95,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1695,1768325046.612141,44.84,46.45,0.2373,5.94,4.78,3.74,7.81,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1696,1768325106.612141,20.96,34.33,0.2438,9.56,7.52,8.8,7.71,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1697,1768325166.612141,27.3,36.24,0.1232,10.85,5.75,7.09,7.55,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1698,1768325226.612141,35.78,46.06,0.2239,11.19,4.95,6.77,8.22,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1699,1768325286.612141,35.31,48.2,0.203,5.37,3.07,3.47,5.34,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1700,1768325346.612141,72.3,46.85,0.296,3.18,6.81,3.11,6.92,2,1,N_6080,T_4050,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_4050, Visc: V_0045, Quality: Q_F"
B2023-1701,1768325406.612141,43.9,47.48,0.277,5.88,5.24,8.14,7.14,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1702,1768325466.612141,39.15,53.29,0.3975,6.49,8.89,3.21,6.74,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1703,1768325526.612141,27.97,23.36,0.1418,8.1,2.54,8.05,5.25,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1704,1768325586.612141,78.46,50.59,0.1017,2.59,6.03,4.86,4.2,1,1,N_6080,T_5060,V_0045,WF_0005,PH_1,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-1705,1768325646.612141,30.31,20.4,0.196,11.87,7.02,7.97,5.57,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1706,1768325706.612141,34.81,35.99,0.1333,9.03,7.49,7.57,4.57,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1707,1768325766.612141,31.97,53.94,0.2657,11.85,4.46,8.58,4.76,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1708,1768325826.612141,33.07,45.68,0.2014,13.52,5.76,5.89,4.76,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1709,1768325886.612141,41.51,46.19,0.3108,6.05,6.53,6.63,6.9,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1710,1768325946.612141,19.27,10.46,0.4618,6.97,3.44,5.35,4.36,2,1,N_0020,T_1020,V_4550,WF_0515,PH_2,Q_F,"Speed: N_0020, Temp: T_1020, Visc: V_4550, Quality: Q_F"
B2023-1711,1768326006.612141,24.74,32.89,0.171,7.48,3.3,3.01,8.68,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1712,1768326066.612141,22.99,31.86,0.1762,7.91,8.2,8.23,6.02,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1713,1768326126.612141,37.08,54.45,0.2661,5.67,6.88,8.63,6.88,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1714,1768326186.612141,30.43,38.83,0.227,7.18,7.59,4.09,5.13,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1715,1768326246.612141,32.68,49.0,0.3117,12.22,8.1,8.57,5.43,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1716,1768326306.612141,28.23,20.87,0.1644,5.94,6.14,8.24,4.86,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1717,1768326366.612141,39.59,39.02,0.135,13.09,2.81,5.61,5.2,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1718,1768326426.612141,32.35,53.13,0.3066,6.4,3.98,4.94,6.35,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1719,1768326486.612141,31.4,26.03,0.2427,6.25,7.75,3.07,4.36,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1720,1768326546.612141,36.42,54.64,0.3709,13.78,2.75,8.15,4.84,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1721,1768326606.612141,35.41,33.84,0.2083,6.75,4.87,8.66,6.1,1,0,N_2040,T_3040,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_3040, Visc: V_0045, Quality: Q_P"
B2023-1722,1768326666.612141,33.47,22.85,0.1467,8.2,4.43,7.49,6.34,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1723,1768326726.612141,39.93,44.22,0.3796,13.59,3.81,4.19,8.74,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1724,1768326786.612141,23.8,21.71,0.1792,10.8,8.42,7.7,5.61,1,0,N_2040,T_2030,V_0045,WF_0515,PH_1,Q_P,"Speed: N_2040, Temp: T_2030, Visc: V_0045, Quality: Q_P"
B2023-1725,1768326846.612141,38.11,53.57,0.3672,10.05,7.21,5.3,8.32,2,0,N_2040,T_5060,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_5060, Visc: V_0045, Quality: Q_P"
B2023-1726,1768326906.612141,49.6,49.96,0.327,12.93,6.29,3.81,5.48,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1727,1768326966.612141,43.87,45.89,0.2961,11.55,8.37,6.24,7.37,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1728,1768327026.612141,66.9,59.03,0.3416,0.99,3.62,4.13,4.41,2,1,N_6080,T_5060,V_0045,WF_0005,PH_2,Q_F,"Speed: N_6080, Temp: T_5060, Visc: V_0045, Quality: Q_F"
B2023-1729,1768327086.612141,34.12,40.3,0.2383,6.82,6.22,8.15,4.37,2,0,N_2040,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_2040, Temp: T_4050, Visc: V_0045, Quality: Q_P"
B2023-1730,1768327146.612141,49.78,40.46,0.3378,6.96,5.48,3.11,5.89,2,0,N_4060,T_4050,V_0045,WF_0515,PH_2,Q_P,"Speed: N_4060, Temp: T_4050, Visc: V_0045, Quality: Q_P"
